2020/01/02 14:39:27.497        rame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>95
2020/01/02 14:50:13.515 [HOST] <699:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>D4
2020/01/02 14:50:14.512 [HOST] <700:Status,All>9A
2020/01/02 14:50:14.515 [HOST] <700:Ack,0>3C
2020/01/02 14:50:14.519 [HOST] <700:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C3
2020/01/02 14:50:15.512 [HOST] <701:Status,All>9B
2020/01/02 14:50:15.516 [HOST] <701:Ack,0>3D
2020/01/02 14:50:15.519 [HOST] <701:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C4
2020/01/02 14:50:16.513 [HOST] <702:Status,All>9C
2020/01/02 14:50:16.516 [HOST] <702:Ack,0>3E
2020/01/02 14:50:16.519 [HOST] <702:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C5
2020/01/02 14:50:17.517 [HOST] <703:Status,All>9D
2020/01/02 14:50:17.520 [HOST] <703:Ack,0>3F
2020/01/02 14:50:17.523 [HOST] <703:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C6
2020/01/02 14:50:18.519 [HOST] <704:Status,All>9E
2020/01/02 14:50:18.522 [HOST] <704:Ack,0>40
2020/01/02 14:50:18.525 [HOST] <704:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C7
2020/01/02 14:50:19.520 [HOST] <705:Status,All>9F
2020/01/02 14:50:19.523 [HOST] <705:Ack,0>41
2020/01/02 14:50:19.526 [HOST] <705:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C8
2020/01/02 14:50:20.520 [HOST] <706:Status,All>A0
2020/01/02 14:50:20.523 [HOST] <706:Ack,0>42
2020/01/02 14:50:20.526 [HOST] <706:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C9
2020/01/02 14:50:21.522 [HOST] <707:Status,All>A1
2020/01/02 14:50:21.525 [HOST] <707:Ack,0>43
2020/01/02 14:50:21.528 [HOST] <707:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CA
2020/01/02 14:50:22.525 [HOST] <708:Status,All>A2
2020/01/02 14:50:22.528 [HOST] <708:Ack,0>44
2020/01/02 14:50:22.531 [HOST] <708:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CB
2020/01/02 14:50:23.525 [HOST] <709:Status,All>A3
2020/01/02 14:50:23.528 [HOST] <709:Ack,0>45
2020/01/02 14:50:23.531 [HOST] <709:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CC
2020/01/02 14:50:24.527 [HOST] <710:Status,All>9B
2020/01/02 14:50:24.530 [HOST] <710:Ack,0>3D
2020/01/02 14:50:24.533 [HOST] <710:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C4
2020/01/02 14:50:25.528 [HOST] <711:Status,All>9C
2020/01/02 14:50:25.531 [HOST] <711:Ack,0>3E
2020/01/02 14:50:25.534 [HOST] <711:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C5
2020/01/02 14:50:26.531 [HOST] <712:Status,All>9D
2020/01/02 14:50:26.534 [HOST] <712:Ack,0>3F
2020/01/02 14:50:26.537 [HOST] <712:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C6
2020/01/02 14:50:27.531 [HOST] <713:Status,All>9E
2020/01/02 14:50:27.534 [HOST] <713:Ack,0>40
2020/01/02 14:50:27.537 [HOST] <713:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C7
2020/01/02 14:50:28.532 [HOST] <714:Status,All>9F
2020/01/02 14:50:28.535 [HOST] <714:Ack,0>41
2020/01/02 14:50:28.538 [HOST] <714:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C8
2020/01/02 14:50:29.534 [HOST] <715:Status,All>A0
2020/01/02 14:50:29.537 [HOST] <715:Ack,0>42
2020/01/02 14:50:29.540 [HOST] <715:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C9
2020/01/02 14:50:30.537 [HOST] <716:Status,All>A1
2020/01/02 14:50:30.540 [HOST] <716:Ack,0>43
2020/01/02 14:50:30.543 [HOST] <716:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CA
2020/01/02 14:50:31.540 [HOST] <717:Status,All>A2
2020/01/02 14:50:31.543 [HOST] <717:Ack,0>44
2020/01/02 14:50:31.546 [HOST] <717:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CB
2020/01/02 14:50:32.539 [HOST] <718:Status,All>A3
2020/01/02 14:50:32.542 [HOST] <718:Ack,0>45
2020/01/02 14:50:32.545 [HOST] <718:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CC
2020/01/02 14:50:33.541 [HOST] <719:Status,All>A4
2020/01/02 14:50:33.544 [HOST] <719:Ack,0>46
2020/01/02 14:50:33.547 [HOST] <719:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CD
2020/01/02 14:50:34.544 [HOST] <720:Status,All>9C
2020/01/02 14:50:34.547 [HOST] <720:Ack,0>3E
2020/01/02 14:50:34.550 [HOST] <720:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C5
2020/01/02 14:50:35.546 [HOST] <721:Status,All>9D
2020/01/02 14:50:35.549 [HOST] <721:Ack,0>3F
2020/01/02 14:50:35.552 [HOST] <721:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C6
2020/01/02 14:50:36.547 [HOST] <722:Status,All>9E
2020/01/02 14:50:36.550 [HOST] <722:Ack,0>40
2020/01/02 14:50:36.553 [HOST] <722:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C7
2020/01/02 14:50:37.548 [HOST] <723:Status,All>9F
2020/01/02 14:50:37.551 [HOST] <723:Ack,0>41
2020/01/02 14:50:37.555 [HOST] <723:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C8
2020/01/02 14:50:38.550 [HOST] <724:Status,All>A0
2020/01/02 14:50:38.553 [HOST] <724:Ack,0>42
2020/01/02 14:50:38.556 [HOST] <724:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C9
2020/01/02 14:50:39.550 [HOST] <725:Status,All>A1
2020/01/02 14:50:39.554 [HOST] <725:Ack,0>43
2020/01/02 14:50:39.558 [HOST] <725:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CA
2020/01/02 14:50:40.551 [HOST] <726:Status,All>A2
2020/01/02 14:50:40.554 [HOST] <726:Ack,0>44
2020/01/02 14:50:40.557 [HOST] <726:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CB
2020/01/02 14:50:41.554 [HOST] <727:Status,All>A3
2020/01/02 14:50:41.557 [HOST] <727:Ack,0>45
2020/01/02 14:50:41.560 [HOST] <727:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CC
2020/01/02 14:50:42.555 [HOST] <728:Status,All>A4
2020/01/02 14:50:42.558 [HOST] <728:Ack,0>46
2020/01/02 14:50:42.561 [HOST] <728:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CD
2020/01/02 14:50:43.556 [HOST] <729:Status,All>A5
2020/01/02 14:50:43.559 [HOST] <729:Ack,0>47
2020/01/02 14:50:43.562 [HOST] <729:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CE
2020/01/02 14:50:44.558 [HOST] <730:Status,All>9D
2020/01/02 14:50:44.561 [HOST] <730:Ack,0>3F
2020/01/02 14:50:44.564 [HOST] <730:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C6
2020/01/02 14:50:45.562 [HOST] <731:Status,All>9E
2020/01/02 14:50:45.565 [HOST] <731:Ack,0>40
2020/01/02 14:50:45.568 [HOST] <731:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C7
2020/01/02 14:50:46.561 [HOST] <732:Status,All>9F
2020/01/02 14:50:46.564 [HOST] <732:Ack,0>41
2020/01/02 14:50:46.567 [HOST] <732:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C8
2020/01/02 14:50:47.563 [HOST] <733:Status,All>A0
2020/01/02 14:50:47.566 [HOST] <733:Ack,0>42
2020/01/02 14:50:47.569 [HOST] <733:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C9
2020/01/02 14:50:48.563 [HOST] <734:Status,All>A1
2020/01/02 14:50:48.566 [HOST] <734:Ack,0>43
2020/01/02 14:50:48.569 [HOST] <734:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CA
2020/01/02 14:50:49.565 [HOST] <735:Status,All>A2
2020/01/02 14:50:49.569 [HOST] <735:Ack,0>44
2020/01/02 14:50:49.572 [HOST] <735:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CB
2020/01/02 14:50:50.568 [HOST] <736:Status,All>A3
2020/01/02 14:50:50.571 [HOST] <736:Ack,0>45
2020/01/02 14:50:50.574 [HOST] <736:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CC
2020/01/02 14:50:51.570 [HOST] <737:Status,All>A4
2020/01/02 14:50:51.573 [HOST] <737:Ack,0>46
2020/01/02 14:50:51.576 [HOST] <737:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CD
2020/01/02 14:50:52.571 [HOST] <738:Status,All>A5
2020/01/02 14:50:52.574 [HOST] <738:Ack,0>47
2020/01/02 14:50:52.577 [HOST] <738:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CE
2020/01/02 14:50:53.571 [HOST] <739:Status,All>A6
2020/01/02 14:50:53.574 [HOST] <739:Ack,0>48
2020/01/02 14:50:53.577 [HOST] <739:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CF
2020/01/02 14:50:54.573 [HOST] <740:Status,All>9E
2020/01/02 14:50:54.576 [HOST] <740:Ack,0>40
2020/01/02 14:50:54.579 [HOST] <740:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C7
2020/01/02 14:50:55.577 [HOST] <741:Status,All>9F
2020/01/02 14:50:55.580 [HOST] <741:Ack,0>41
2020/01/02 14:50:55.583 [HOST] <741:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C8
2020/01/02 14:50:56.576 [HOST] <742:Status,All>A0
2020/01/02 14:50:56.579 [HOST] <742:Ack,0>42
2020/01/02 14:50:56.582 [HOST] <742:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C9
2020/01/02 14:50:57.578 [HOST] <743:Status,All>A1
2020/01/02 14:50:57.581 [HOST] <743:Ack,0>43
2020/01/02 14:50:57.584 [HOST] <743:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CA
2020/01/02 14:50:58.581 [HOST] <744:Status,All>A2
2020/01/02 14:50:58.584 [HOST] <744:Ack,0>44
